cliente_id,eta,anni_fedelta,distanza_pdv_km,formato_pdv,canale,uso_app,n_visite_mese,scontrino_medio,spesa_media_mensile,n_categorie,recency_giorni,pct_promozioni,reclami_12m,quota_freschi,quota_mdd,sensibilita_volantino,reparto_preferito,idx_zona_meteo,giorno_iscrizione_carta,punteggio_sondaggio,churn,spesa_prevista_12m
CN009320,28,1,4.8,Conad City,misto,1,3,5.0,14.15,1,12,0.798,0,0.359,0.79,0.893,dispensa,20.8,24,10,0,826.81
CN009321,55,0,1.9,Conad Superstore,negozio,0,1,41.15,43.81,1,58,0.16,0,0.688,0.283,0.12,macelleria,19.4,4,4,1,325.69
CN009322,68,7,2.4,Conad Superstore,negozio,1,5,20.99,95.83,1,18,0.364,0,0.462,0.418,0.555,macelleria,10.4,4,9,1,1667.94
CN009323,37,3,3.4,Conad Superstore,negozio,1,8,10.91,86.33,1,2,0.232,0,0.631,0.383,0.287,surgelati,23.8,14,5,0,1905.59
CN009324,61,5,0.9,Conad,negozio,0,3,20.18,55.98,5,9,0.334,0,0.644,0.395,0.535,gastronomia,11.2,5,5,0,1892.92
CN009325,59,5,3.1,Conad,negozio,0,2,53.96,132.72,6,17,0.279,0,0.596,0.345,0.303,cura_casa,12.6,7,9,1,2950.65
CN009326,33,3,2.8,Conad,misto,1,8,39.57,307.62,8,4,0.533,0,0.63,0.595,0.786,dispensa,24.8,3,7,0,4540.46
CN009327,37,0,5.1,Conad,negozio,1,4,38.64,150.22,2,15,0.58,0,0.546,0.61,0.668,dispensa,11.1,25,2,0,1588.96
CN009328,75,6,3.8,Conad City,negozio,0,1,26.3,22.29,1,49,0.323,0,0.503,0.347,0.545,cura_persona,12.7,17,9,1,346.01
CN009329,31,3,2.5,Conad,misto,0,3,9.99,30.95,2,9,0.671,0,0.623,0.723,0.899,macelleria,11.9,6,8,0,1038.75
CN009330,39,2,1.1,Conad Superstore,negozio,0,3,30.74,84.34,2,63,0.568,0,0.601,0.549,0.628,bio_benessere,14.2,19,9,1,472.03
CN009331,77,12,1.3,Conad City,misto,1,13,12.71,155.11,7,5,0.606,0,0.504,0.751,0.881,dispensa,16.7,24,6,0,6727.3
CN009332,39,5,0.8,Conad City,online,1,16,13.84,177.16,8,14,0.35,0,0.521,0.418,0.441,bio_benessere,16.5,12,9,0,7762.84
CN009333,68,5,0.6,Conad City,negozio,1,5,25.28,123.93,5,17,0.577,2,0.587,0.654,0.806,cura_persona,10.6,5,2,0,2699.96
CN009334,33,4,1.4,Conad,negozio,1,3,31.87,83.62,1,9,0.203,0,0.69,0.211,0.228,cura_persona,8.4,10,2,0,1524.23
CN009335,50,10,3.2,Conad,misto,1,10,43.26,417.08,13,1,0.106,0,0.655,0.328,0.264,ortofrutta,8.0,23,7,0,17104.01
CN009336,64,11,0.2,Conad City,negozio,0,5,5.0,23.5,4,5,0.769,0,0.412,0.9,0.881,dispensa,8.4,24,7,0,1718.7
CN009337,41,4,2.7,Conad,negozio,1,9,33.74,289.59,2,5,0.197,0,0.58,0.197,0.224,macelleria,13.4,11,0,0,3732.96
CN009338,49,8,11.1,Conad City,misto,1,9,24.95,205.37,4,2,0.316,0,0.576,0.339,0.416,dispensa,13.4,11,4,0,4141.98
CN009339,59,6,11.0,Conad,negozio,0,4,23.88,91.85,3,7,0.081,0,0.634,0.175,0.033,bio_benessere,7.6,27,7,0,1754.57
CN009340,34,0,3.0,Conad Superstore,misto,1,6,42.74,215.14,6,7,0.169,0,0.679,0.296,0.279,macelleria,12.4,12,9,0,4196.57
CN009341,82,9,2.4,Conad City,negozio,0,1,10.5,9.13,1,19,0.213,0,0.362,0.227,0.205,cura_casa,15.7,21,10,0,681.55
CN009342,64,4,4.6,Conad,negozio,1,2,10.21,17.94,5,54,0.208,0,0.692,0.339,0.308,macelleria,17.7,27,9,1,491.74
CN009343,43,4,0.4,Conad,negozio,0,3,24.13,89.08,1,11,0.374,0,0.732,0.44,0.457,bio_benessere,16.4,18,5,1,1723.58
CN009344,44,3,2.9,Conad,negozio,1,5,17.68,100.75,6,8,0.443,0,0.51,0.473,0.609,macelleria,15.5,24,3,0,2595.61
CN009345,77,7,1.0,Conad,negozio,0,3,16.41,54.51,2,12,0.182,0,0.646,0.183,0.214,ortofrutta,16.3,20,4,0,1269.4
CN009346,43,0,2.4,Conad,negozio,0,4,23.83,105.36,1,23,0.176,0,0.567,0.151,0.207,gastronomia,15.7,18,5,0,819.39
CN009347,41,5,1.6,Conad,online,1,7,20.75,136.54,4,11,0.591,1,0.695,0.66,0.802,dispensa,6.8,19,8,0,2300.83
CN009348,65,5,1.1,Conad,negozio,0,4,26.69,97.06,6,37,0.723,0,0.466,0.775,0.922,cura_persona,10.0,17,10,1,2206.27
CN009349,27,2,12.4,Conad City,negozio,1,2,20.45,47.35,2,3,0.67,0,0.535,0.615,0.759,dispensa,10.2,13,8,0,1252.18
CN009350,47,3,0.3,Conad,misto,1,6,23.98,160.97,6,17,0.033,0,0.509,0.146,0.101,bio_benessere,9.6,2,0,0,2001.42
CN009351,49,3,9.5,Conad Superstore,negozio,1,3,53.82,173.33,3,13,0.617,1,0.823,0.663,0.868,gastronomia,23.0,9,3,0,2784.12
CN009352,37,0,4.6,Conad City,negozio,0,4,22.06,85.71,2,31,0.77,2,0.631,0.71,0.92,cura_casa,16.4,17,5,1,842.26
CN009353,25,1,1.0,Conad Superstore,negozio,0,8,28.48,261.43,4,3,0.067,0,0.662,0.124,0.054,bio_benessere,20.2,1,2,0,2719.22
CN009354,49,8,3.4,Conad City,negozio,1,7,36.48,256.73,3,9,0.585,1,0.477,0.614,0.881,bio_benessere,11.7,23,7,0,2564.04
CN009355,58,5,5.3,Conad,misto,0,5,20.29,92.66,3,22,0.498,0,0.621,0.371,0.642,cura_casa,15.1,20,2,0,1528.53
CN009356,38,6,2.1,Conad,misto,1,21,28.83,633.86,20,4,0.243,0,0.475,0.492,0.4,cura_casa,17.3,18,1,0,18000.0
CN009357,30,2,7.3,Conad City,misto,1,1,19.18,23.25,1,15,0.376,0,0.488,0.441,0.606,cura_casa,15.1,17,3,0,820.34
CN009358,67,7,0.5,Conad,negozio,0,2,16.01,29.7,1,32,0.517,1,0.434,0.54,0.68,gastronomia,27.5,26,9,0,702.59
CN009359,56,0,1.4,Conad City,negozio,0,1,22.72,22.55,3,25,0.55,0,0.442,0.756,0.698,dispensa,17.9,9,3,0,681.53
CN009360,43,2,1.1,Conad City,negozio,1,6,17.97,101.44,2,25,0.681,1,0.425,0.715,0.82,surgelati,12.9,12,8,0,1547.35
CN009361,62,13,6.3,Conad,negozio,0,5,13.26,61.42,1,5,0.085,0,0.496,0.185,0.13,cura_casa,17.6,7,1,1,1140.45
CN009362,52,11,0.6,Conad City,misto,0,7,22.71,172.85,1,5,0.134,0,0.575,0.241,0.264,surgelati,14.5,7,4,0,1803.92
CN009363,75,11,4.1,Conad,negozio,0,5,59.16,269.52,7,14,0.363,1,0.813,0.438,0.503,macelleria,25.9,1,9,0,6862.85
CN009364,58,10,4.9,Conad,misto,1,13,18.75,233.16,3,4,0.688,2,0.606,0.682,0.826,dispensa,12.9,8,6,0,5172.41
CN009365,27,0,2.3,Conad,negozio,1,5,5.0,24.71,4,26,0.029,0,0.498,0.14,0.043,bio_benessere,21.7,10,9,0,964.28
CN009366,38,0,9.3,Conad City,negozio,1,6,5.0,39.38,2,25,0.218,0,0.502,0.266,0.306,ortofrutta,9.4,26,1,1,681.19
CN009367,39,0,1.1,Conad,negozio,0,1,36.43,30.6,1,69,0.114,0,0.573,0.014,0.038,gastronomia,2.9,13,9,1,255.58
CN009368,53,4,1.8,Conad Superstore,negozio,0,10,52.91,528.54,9,10,0.149,0,0.736,0.309,0.201,bio_benessere,11.6,3,3,0,8489.21
CN009369,43,0,4.4,Conad Superstore,negozio,0,2,33.11,55.94,2,27,0.606,0,0.619,0.596,0.803,dispensa,9.3,7,10,0,868.26
CN009370,31,8,2.9,Conad Superstore,misto,1,9,50.09,466.03,5,2,0.326,0,0.688,0.316,0.409,gastronomia,21.5,17,9,0,9949.96
CN009371,57,1,3.3,Conad,negozio,1,4,36.4,140.76,2,5,0.0,0,0.748,0.0,0.038,ortofrutta,13.5,24,0,1,2523.63
CN009372,63,8,1.3,Conad,negozio,1,3,23.88,74.19,2,29,0.331,0,0.567,0.455,0.514,cura_casa,20.6,7,2,0,1268.71
CN009373,46,10,0.4,Conad,misto,1,12,18.13,225.8,6,6,0.794,0,0.579,0.746,0.985,dispensa,8.4,14,9,0,6660.62
CN009374,51,6,0.2,Conad,negozio,1,1,28.8,29.14,3,51,0.039,0,0.48,0.128,0.001,gastronomia,16.2,18,5,1,390.16
CN009375,33,1,0.2,Conad City,misto,1,3,29.44,86.41,5,14,0.371,0,0.694,0.476,0.556,pescheria,17.2,5,0,0,2515.37
CN009376,40,7,1.7,Conad City,misto,1,11,32.58,370.09,8,1,0.694,0,0.595,0.65,0.859,pescheria,10.7,15,9,0,11274.77
CN009377,41,3,1.1,Conad City,online,1,3,17.0,52.65,2,13,0.347,0,0.364,0.404,0.423,cura_persona,15.0,11,1,0,1152.72
CN009378,56,13,0.4,Conad,misto,1,14,26.83,503.46,5,1,0.749,0,0.533,0.786,0.932,dispensa,11.6,25,1,0,8846.72
CN009379,52,7,2.4,Conad City,misto,1,6,53.44,349.65,5,8,0.27,0,0.773,0.332,0.415,ortofrutta,12.9,2,8,0,4940.05
CN009380,43,4,1.9,Conad City,online,1,7,19.71,157.75,4,9,0.675,0,0.615,0.642,0.938,bio_benessere,8.7,7,8,0,2681.54
CN009381,42,8,0.2,Conad City,misto,1,8,24.73,169.84,8,9,0.597,0,0.485,0.658,0.851,cura_casa,13.1,16,7,0,5837.43
CN009382,18,0,8.0,Conad Superstore,negozio,1,5,37.18,197.31,4,18,0.35,0,0.812,0.401,0.42,ortofrutta,14.0,4,0,1,1470.72
CN009383,72,5,4.7,Conad,negozio,0,2,25.78,49.7,2,7,0.139,0,0.486,0.223,0.103,gastronomia,12.2,12,6,0,1333.26
CN009384,18,0,2.9,Conad,negozio,1,1,25.02,27.84,1,23,0.175,0,0.591,0.247,0.166,bio_benessere,14.2,22,8,0,590.56
CN009385,54,8,1.9,Conad City,negozio,0,3,31.75,105.55,4,31,0.019,0,0.583,0.001,0.019,pescheria,9.8,5,2,1,1291.83
CN009386,49,6,3.2,Conad,negozio,1,3,31.66,99.24,2,12,0.45,0,0.726,0.432,0.679,gastronomia,20.5,12,10,0,1503.62
CN009387,44,5,0.6,Conad,negozio,1,5,31.6,136.21,8,12,0.346,0,0.497,0.456,0.623,gastronomia,11.1,27,9,0,3481.11
CN009388,48,8,1.1,Conad City,negozio,0,11,8.24,93.92,6,5,0.341,0,0.535,0.366,0.549,gastronomia,23.7,25,2,0,3908.21
CN009389,38,5,9.8,Conad,negozio,0,3,33.59,107.62,4,10,0.297,0,0.551,0.433,0.49,macelleria,13.4,5,6,1,1554.01
CN009390,58,10,0.2,Conad,misto,1,10,26.38,242.06,7,2,0.792,0,0.649,0.737,0.946,cura_casa,6.6,24,2,0,6092.3
CN009391,28,0,7.2,Conad Superstore,negozio,0,1,28.83,33.32,2,53,0.388,0,0.761,0.47,0.6,pescheria,11.6,4,9,1,308.76
CN009392,53,2,4.4,Conad City,negozio,0,2,45.37,96.77,8,35,0.314,0,0.765,0.333,0.413,ortofrutta,13.7,28,3,0,1786.59
CN009393,38,0,1.3,Conad,negozio,1,2,6.44,12.32,2,18,0.45,0,0.356,0.416,0.654,surgelati,24.6,26,5,0,731.72
CN009394,42,7,7.1,Conad Superstore,misto,1,6,49.11,298.85,6,4,0.727,0,0.73,0.625,0.906,macelleria,17.4,28,5,0,5392.26
CN009395,42,2,5.1,Conad,negozio,0,7,19.45,167.84,4,17,0.455,0,0.492,0.527,0.647,surgelati,15.9,3,4,0,2380.4
CN009396,46,0,6.0,Conad,negozio,0,1,34.19,39.54,1,58,0.299,0,0.59,0.207,0.395,cura_persona,11.1,25,2,1,417.9
CN009397,56,4,3.4,Conad Superstore,negozio,1,6,65.42,436.3,8,22,0.381,0,0.844,0.362,0.548,ortofrutta,18.1,15,2,0,7354.26
CN009398,47,0,1.7,Conad,negozio,0,2,16.87,36.61,1,38,0.5,1,0.547,0.465,0.777,surgelati,18.8,2,0,1,425.19
CN009399,62,5,3.7,Conad,negozio,0,1,19.06,19.84,4,45,0.252,1,0.492,0.294,0.325,cura_persona,11.2,9,1,1,615.44
CN009400,64,15,7.4,Conad,misto,1,6,24.3,163.22,2,3,0.339,0,0.6,0.261,0.336,dispensa,18.0,3,1,0,3629.45
CN009401,53,2,0.8,Conad City,negozio,0,4,11.09,50.86,1,18,0.346,0,0.383,0.475,0.464,cura_persona,24.4,5,8,0,688.71
CN009402,58,9,4.8,Conad,misto,1,3,33.22,101.17,5,7,0.631,0,0.625,0.7,0.902,dispensa,13.3,21,8,0,3366.88
CN009403,78,9,2.5,Conad City,negozio,0,3,25.13,66.69,2,7,0.58,0,0.511,0.473,0.775,surgelati,13.0,3,1,0,1587.74
CN009404,27,0,1.4,Conad City,negozio,0,2,29.95,57.26,1,26,0.189,0,0.53,0.218,0.32,bio_benessere,20.2,27,3,1,784.4
CN009405,64,2,0.2,Conad City,negozio,0,1,5.0,5.0,1,18,0.565,2,0.408,0.484,0.734,surgelati,6.6,28,2,1,352.89
CN009406,71,6,0.4,Conad Superstore,misto,1,4,11.3,40.26,3,9,0.437,0,0.559,0.337,0.549,dispensa,13.1,15,5,0,1361.77
CN009407,55,7,15.2,Conad Superstore,misto,1,6,28.66,158.78,3,18,0.464,0,0.604,0.346,0.656,cura_persona,11.8,12,9,0,2642.49
CN009408,77,11,5.0,Conad City,negozio,0,4,6.96,24.3,1,3,0.464,0,0.491,0.377,0.644,cura_persona,18.6,18,2,1,1686.37
CN009409,75,10,2.5,Conad,negozio,1,9,44.18,400.57,9,3,0.002,1,0.787,0.219,0.048,gastronomia,6.7,9,10,0,10327.86
CN009410,43,0,1.4,Conad,negozio,0,6,6.87,47.46,3,48,0.0,0,0.426,0.001,0.0,cura_persona,7.5,10,2,1,619.46
CN009411,44,0,3.7,Conad,negozio,1,2,13.86,35.38,3,5,0.406,0,0.49,0.368,0.573,cura_casa,17.4,7,5,0,1110.45
CN009412,56,7,12.7,Conad City,negozio,1,3,24.06,68.43,1,11,0.207,0,0.661,0.344,0.134,cura_casa,23.1,21,2,1,1422.94
CN009413,39,2,5.6,Conad Superstore,negozio,0,2,32.28,56.6,3,16,0.094,0,0.552,0.095,0.223,bio_benessere,22.7,22,1,1,1297.75
CN009414,89,13,0.2,Conad,negozio,0,2,12.37,26.24,5,10,0.146,0,0.467,0.274,0.197,surgelati,26.4,10,9,0,2042.37
CN009415,60,10,0.2,Conad,misto,1,2,45.3,105.61,7,11,0.622,0,0.78,0.565,0.962,gastronomia,11.5,20,5,0,5717.57
CN009416,49,4,5.0,Conad Superstore,negozio,1,1,24.45,25.78,1,9,0.415,0,0.524,0.474,0.647,dispensa,7.5,15,7,0,1161.8
CN009417,27,5,0.3,Conad Superstore,misto,1,5,26.83,147.63,1,7,0.634,0,0.714,0.552,0.774,cura_persona,15.1,8,2,0,2017.65
CN009418,52,1,1.2,Conad City,negozio,0,3,18.54,58.92,3,19,0.543,1,0.461,0.501,0.723,dispensa,17.2,26,4,0,796.14
CN009419,30,5,3.9,Conad,misto,1,9,37.16,367.69,12,1,0.203,0,0.641,0.157,0.176,macelleria,18.9,11,2,0,11743.44
CN009420,59,1,0.3,Conad,negozio,0,1,24.45,23.96,1,78,0.552,0,0.568,0.498,0.778,cura_casa,17.9,24,9,1,213.77
CN009421,18,1,2.8,Conad,negozio,1,3,10.14,29.88,2,9,0.499,0,0.529,0.49,0.7,dispensa,15.1,23,5,0,1087.16
CN009422,69,8,1.0,Conad Superstore,negozio,0,5,31.12,135.17,5,13,0.327,0,0.573,0.367,0.514,dispensa,16.2,13,0,0,2414.77
CN009423,42,4,0.6,Conad,negozio,1,7,27.67,155.87,2,14,0.397,0,0.605,0.431,0.592,dispensa,3.1,15,1,0,2331.37
CN009424,23,0,10.4,Conad,misto,1,2,30.94,64.15,2,13,0.422,0,0.679,0.562,0.607,cura_persona,15.3,25,0,1,1212.1
CN009425,48,6,1.5,Conad,online,0,6,19.82,129.89,1,7,0.23,0,0.647,0.323,0.328,macelleria,21.4,8,5,0,1529.08
CN009426,48,0,7.0,Conad,negozio,1,5,41.77,196.95,11,15,0.594,1,0.788,0.65,0.818,macelleria,7.8,28,2,0,3872.65
CN009427,47,3,0.2,Conad City,negozio,0,3,7.1,22.08,3,52,0.47,0,0.686,0.507,0.697,cura_casa,16.2,10,6,1,373.28
CN009428,69,3,2.8,Conad City,negozio,0,7,17.21,139.36,6,27,0.264,0,0.496,0.365,0.401,macelleria,10.0,16,3,0,1944.29
CN009429,54,5,9.7,Conad,negozio,0,6,17.21,99.74,2,10,0.697,1,0.554,0.66,0.927,gastronomia,16.1,21,3,0,1541.71
CN009430,60,0,8.4,Conad City,negozio,0,5,10.12,46.24,2,36,0.14,0,0.533,0.295,0.094,gastronomia,18.9,10,6,1,507.93
CN009431,44,9,2.8,Conad City,online,1,14,19.09,295.59,10,3,0.185,2,0.504,0.406,0.311,cura_casa,7.6,7,6,0,9265.68
CN009432,54,7,8.2,Conad,online,1,3,22.11,80.12,2,20,0.31,0,0.409,0.279,0.337,dispensa,6.6,3,6,0,993.0
CN009433,28,0,0.9,Conad City,misto,1,10,25.13,262.76,5,3,0.361,0,0.519,0.46,0.556,gastronomia,11.6,6,8,0,3434.41
CN009434,52,10,7.3,Conad,misto,1,5,9.83,49.66,4,3,0.6,0,0.511,0.627,0.945,dispensa,18.0,12,3,0,2232.6
CN009435,37,0,4.4,Conad,negozio,0,5,22.16,97.54,4,28,0.196,0,0.696,0.195,0.225,pescheria,7.4,12,8,1,1541.26
CN009436,68,6,0.7,Conad City,negozio,1,4,6.78,23.59,4,34,0.838,0,0.486,0.848,0.962,dispensa,15.1,2,7,0,1323.74
CN009437,49,0,5.6,Conad City,negozio,0,1,7.69,8.67,3,107,0.228,1,0.564,0.232,0.168,surgelati,9.7,7,3,1,179.12
CN009438,58,3,0.7,Conad,negozio,1,3,25.14,73.33,3,17,0.438,1,0.582,0.544,0.646,dispensa,11.8,18,5,0,1661.34
CN009439,52,9,0.8,Conad,misto,1,13,42.23,530.96,11,2,0.243,0,0.74,0.303,0.476,pescheria,13.5,8,9,0,14129.27
CN009440,75,5,6.3,Conad,negozio,0,1,26.14,24.37,1,21,0.275,0,0.6,0.43,0.382,surgelati,20.2,11,3,1,635.02
CN009441,25,1,1.7,Conad,negozio,0,6,26.47,165.37,5,13,0.294,0,0.487,0.17,0.32,cura_casa,25.2,28,8,0,2737.89
CN009442,46,3,3.5,Conad,misto,1,2,7.05,15.32,2,17,0.652,0,0.459,0.7,0.743,ortofrutta,18.8,12,5,0,640.94
CN009443,34,3,0.2,Conad,misto,0,6,20.26,113.67,3,9,0.208,0,0.594,0.266,0.234,gastronomia,18.6,2,1,0,2352.04
CN009444,18,0,3.7,Conad City,online,1,4,12.31,49.32,1,4,0.083,0,0.491,0.183,0.05,cura_casa,14.3,24,8,1,1343.5
CN009445,33,0,2.8,Conad City,negozio,0,3,39.56,123.33,6,35,0.138,0,0.667,0.183,0.271,pescheria,16.4,2,6,1,1522.96
CN009446,66,6,5.5,Conad City,negozio,0,3,31.97,91.6,1,29,0.673,0,0.462,0.588,0.933,surgelati,18.1,19,7,0,1351.22
CN009447,48,6,1.1,Conad,misto,1,10,21.02,198.7,9,8,0.657,0,0.627,0.558,0.841,gastronomia,18.8,25,3,0,7774.5
CN009448,45,6,5.4,Conad,misto,1,6,27.45,154.97,4,5,0.105,0,0.667,0.005,0.0,pescheria,12.4,14,3,0,3469.49
CN009449,60,7,5.3,Conad City,negozio,0,4,9.35,34.9,5,43,0.621,0,0.512,0.567,0.84,dispensa,14.5,11,1,1,1056.43
CN009450,50,13,2.1,Conad,online,1,12,21.11,252.31,4,2,0.238,0,0.532,0.157,0.092,macelleria,12.1,26,5,0,6658.05
CN009451,57,3,2.6,Conad Superstore,negozio,0,3,42.21,130.63,5,21,0.386,0,0.589,0.39,0.435,ortofrutta,13.4,18,7,0,1410.69
CN009452,53,7,4.1,Conad City,misto,1,7,27.74,200.69,4,4,0.154,0,0.531,0.088,0.225,bio_benessere,16.5,18,9,0,2633.42
CN009453,56,5,2.2,Conad,negozio,1,6,52.75,293.22,10,11,0.514,0,0.722,0.538,0.683,gastronomia,25.5,10,9,0,7171.9
CN009454,41,4,1.3,Conad,misto,1,4,41.17,228.02,4,11,0.507,1,0.777,0.568,0.677,bio_benessere,17.5,2,9,1,3240.49
CN009455,64,3,1.0,Conad Superstore,negozio,0,2,44.92,101.19,3,90,0.531,0,0.855,0.602,0.767,ortofrutta,11.6,12,2,1,665.43
CN009456,30,0,3.9,Conad City,negozio,1,3,34.41,102.56,3,12,0.33,0,0.685,0.365,0.337,ortofrutta,13.4,7,4,0,1797.41
CN009457,47,8,6.2,Conad Superstore,online,1,5,31.4,162.56,7,9,0.225,0,0.581,0.388,0.343,macelleria,15.6,15,10,0,4527.77
CN009458,64,4,2.6,Conad,negozio,1,7,33.98,249.45,3,60,0.093,0,0.675,0.132,0.143,pescheria,15.8,4,3,1,1292.3
CN009459,46,8,2.8,Conad,negozio,1,6,23.0,146.28,3,3,0.109,0,0.417,0.154,0.233,gastronomia,12.4,25,5,0,2713.59
CN009460,42,8,6.6,Conad,misto,1,13,47.77,579.69,8,3,0.578,0,0.618,0.593,0.855,macelleria,15.1,2,5,0,13898.4
CN009461,82,9,7.2,Conad,negozio,0,3,25.61,84.39,2,38,0.458,1,0.524,0.461,0.693,dispensa,6.3,11,3,1,755.44
CN009462,69,11,0.2,Conad,negozio,0,4,33.26,158.09,3,15,0.444,0,0.589,0.356,0.643,gastronomia,13.7,23,1,0,2996.36
CN009463,50,3,1.9,Conad,negozio,0,4,22.17,94.7,1,20,0.66,1,0.604,0.583,0.86,dispensa,22.5,24,9,1,780.26
CN009464,33,1,9.1,Conad,online,1,8,45.35,366.53,5,13,0.15,0,0.739,0.321,0.096,ortofrutta,21.9,9,1,0,5502.01
CN009465,18,0,10.3,Conad,online,1,8,12.43,105.79,2,5,0.473,0,0.499,0.58,0.725,pescheria,12.3,10,9,0,1746.84
CN009466,59,5,7.3,Conad,negozio,0,4,44.38,171.39,2,16,0.209,0,0.681,0.212,0.195,macelleria,20.7,6,4,0,1869.88
CN009467,67,10,2.6,Conad,misto,0,6,24.09,167.59,1,9,0.607,1,0.678,0.595,0.912,ortofrutta,11.4,5,9,1,2396.13
CN009468,54,6,2.8,Conad Superstore,negozio,0,3,17.46,50.59,1,9,0.533,1,0.607,0.454,0.684,cura_casa,8.6,22,6,1,1074.55
CN009469,22,0,0.7,Conad Superstore,negozio,1,1,25.97,23.63,3,20,0.499,0,0.535,0.565,0.73,gastronomia,8.9,8,6,0,981.63
CN009470,50,7,2.0,Conad City,negozio,0,9,5.0,44.95,6,6,0.287,1,0.279,0.202,0.267,cura_persona,15.9,5,8,0,3307.6
CN009471,41,1,1.2,Conad Superstore,negozio,0,4,36.61,132.27,2,19,0.826,1,0.696,0.755,0.919,cura_casa,9.2,26,9,0,1543.53
CN009472,50,3,4.5,Conad Superstore,negozio,0,3,26.29,80.28,4,7,0.75,0,0.632,0.729,0.929,dispensa,20.3,13,6,0,2418.5
CN009473,77,14,1.0,Conad,negozio,0,9,31.49,272.37,7,9,0.352,0,0.537,0.502,0.528,gastronomia,18.9,18,8,0,7313.07
CN009474,60,5,0.8,Conad,negozio,1,5,38.19,198.56,7,36,0.632,0,0.658,0.64,0.874,ortofrutta,17.9,9,6,0,3133.83
CN009475,57,4,1.4,Conad,negozio,0,3,18.7,45.34,2,35,0.264,0,0.637,0.408,0.348,dispensa,22.4,17,1,0,721.62
CN009476,47,6,11.0,Conad,negozio,1,2,26.22,50.17,5,3,0.073,0,0.624,0.198,0.17,bio_benessere,11.0,16,9,0,2222.78
CN009477,54,5,3.3,Conad,online,0,2,13.97,29.32,1,31,0.533,0,0.559,0.564,0.756,ortofrutta,16.6,1,3,0,853.14
CN009478,37,2,5.6,Conad Superstore,negozio,1,2,27.59,57.79,3,35,0.207,0,0.633,0.207,0.135,gastronomia,14.8,27,5,0,772.44
CN009479,56,0,2.7,Conad,negozio,0,1,50.41,55.68,3,58,0.659,0,0.748,0.553,0.814,pescheria,12.0,21,6,1,588.31
CN009480,45,8,3.6,Conad City,negozio,0,5,30.2,134.93,7,8,0.578,0,0.653,0.671,0.876,pescheria,23.7,21,8,0,4467.95
CN009481,36,0,3.0,Conad Superstore,misto,1,4,30.78,126.41,4,21,0.432,0,0.657,0.514,0.618,ortofrutta,9.1,19,0,0,1815.54
CN009482,60,1,1.3,Conad,negozio,0,2,17.55,30.05,2,32,0.413,0,0.594,0.355,0.577,pescheria,19.2,9,4,1,649.24
CN009483,18,0,2.1,Conad,misto,1,6,25.84,147.28,6,11,0.526,0,0.604,0.639,0.743,ortofrutta,16.2,7,4,1,2737.7
CN009484,40,3,1.8,Conad City,online,1,8,18.79,136.34,8,10,0.435,0,0.535,0.46,0.539,cura_persona,16.1,7,8,0,5698.6
CN009485,57,5,5.4,Conad,online,1,4,19.6,74.47,6,15,0.251,1,0.559,0.369,0.356,gastronomia,21.4,5,0,0,1739.44
CN009486,66,8,4.6,Conad Superstore,online,0,5,45.74,233.33,5,4,0.01,0,0.692,0.123,0.091,ortofrutta,18.2,19,1,0,2940.43
CN009487,55,13,11.3,Conad City,negozio,1,8,15.93,130.13,4,5,0.577,0,0.484,0.663,0.831,cura_casa,17.5,8,5,0,4090.99
CN009488,38,7,2.3,Conad,misto,1,9,19.69,197.86,5,7,0.461,1,0.42,0.435,0.641,cura_casa,14.7,19,3,0,3359.68
CN009489,47,7,0.8,Conad City,misto,1,7,29.32,198.65,3,3,0.799,1,0.573,0.9,0.963,dispensa,19.2,20,9,0,3413.09
CN009490,52,2,6.5,Conad,negozio,0,3,6.58,17.63,2,16,0.333,0,0.385,0.281,0.448,bio_benessere,6.8,27,8,1,706.0
CN009491,71,5,3.7,Conad,negozio,0,2,36.19,72.16,4,22,0.483,0,0.722,0.48,0.526,macelleria,15.0,4,4,1,1797.28
CN009492,62,6,11.3,Conad Superstore,negozio,1,2,35.02,85.18,3,11,0.434,0,0.71,0.402,0.538,pescheria,10.5,12,6,0,1343.38
CN009493,62,8,10.4,Conad,negozio,0,4,5.0,16.4,2,6,0.467,0,0.361,0.555,0.801,dispensa,10.2,22,1,0,1109.72
CN009494,49,3,0.7,Conad Superstore,negozio,0,2,28.84,63.32,4,35,0.22,0,0.696,0.27,0.269,ortofrutta,14.0,21,5,0,1016.97
CN009495,32,0,1.2,Conad Superstore,negozio,0,3,8.61,32.21,2,28,0.305,1,0.593,0.351,0.461,ortofrutta,14.6,14,3,0,585.64
CN009496,27,0,0.2,Conad Superstore,negozio,1,1,49.72,45.65,1,42,0.438,0,0.678,0.547,0.795,macelleria,18.4,15,5,1,795.68
CN009497,43,6,3.7,Conad,negozio,0,2,31.44,60.01,1,11,0.217,0,0.522,0.256,0.441,dispensa,6.4,1,6,0,1506.06
CN009498,58,5,6.2,Conad City,negozio,0,2,41.56,89.52,6,25,0.674,0,0.79,0.609,0.909,ortofrutta,20.1,13,9,1,2212.96
CN009499,40,0,1.9,Conad,negozio,0,4,40.96,151.89,5,21,0.396,0,0.75,0.302,0.523,bio_benessere,22.1,17,10,0,2601.36
CN009500,57,5,2.4,Conad,negozio,1,5,15.22,94.77,2,4,0.476,0,0.472,0.515,0.588,cura_persona,16.4,10,1,1,1438.03
